Ind,Pri,Cmp,GLON,GLAT,Vmag,f_Vmag,SpType,pml,pmb,dpml,e_dpml,dpmb,e_dpmb,Dis,e_Dis,Rvel,dRVel,e_dRVel,Mass,dR,Prob,ra_y,ra_error_y,dec_y,dec_error_y,l_y,b_y,phot_g_mean_mag_y,bp_rp_y,bp_g_y,g_rp_y,teff_val_y,pmra_y,pmra_error_y,pmdec_y,pmdec_error_y,radial_velocity_y,radial_velocity_error_y,distance_y,distance_error_y,del_pmra,del_pmra_error,del_pmdec,del_pmdec_error,angular_sep_1,angular_sep_2,proy_sep,proy_sep_2,rel_vel,rel_vel_err
473,24008,24008,249.7,-36.3,7.49,206, F5V;OtH,-96.2,27.7,,,,,59,1.3,28.3,,,1.27,,,77.415849968,0.0238670135,-44.3350660563,0.0292850054,249.655742958,-36.3100090888,7.368841,0.5996809,0.2544279,0.345253,6473.5,20.5128101603,0.0527721362,97.2404010014,0.0557397424,29.2179289737,0.2372979526,63.1145797079,0.1134525119,0,0.1055442724,0,0.1114794847,0,0,0,0,0,
473,24008,24597,247.6,-34.9,8.28,, G3V;OtH,-91.1,27.2,-1.5,1.4,-0.1,1.6,46.6,1.1,30.5,-1.2,0.5,0.9,2.2769,0.17,79.1462109334,0.0228879546,-42.5140044369,0.0263180287,247.5716168262,-34.8874106724,8.131788,0.8180647,0.34979248,0.4682722,5807.25,14.8921550155,0.0484963892,92.2399498648,0.0578148488,30.5423344564,0.1450218542,50.3330631414,0.0691293557,5.6206551448,0.1012685254,5.0004511366,0.1135545911,2.2124831553,2.2124831554,12.9654739809,12.9654739809,7.5474087244,0.1210793479
478,25453,25453,196.7,-15.4,6.41,89, A0Vn;BiN,34.9,-8.9,,,,,92.2,4,13.1,,,2.91,,,81.6618303474,0.0501052322,6.8685191169,0.04561012,196.663239489,-15.3649477235,6.3916817,-0.028607368,0.010119438,-0.038726807,9438,9.1665751039,0.0970830469,-32.4654013523,0.0802560716,,,101.8343807507,0.5598828753,0,0.1941660938,0,0.1605121432,0,0,,0,0,
478,25453,25483,196.4,-15.1,7.03,, A0;VaR,33.2,-10.5,1.8,2.7,1.4,2.8,91.2,3.7,35.4,-22.4,2.7,1.41,0.5051,1,81.7500203345,0.0582603035,7.1701421706,0.0619281295,196.4405251495,-15.1358886202,7.0029273,0.16932917,0.08187866,0.087450504,8431,9.3405388152,0.1017746719,-33.1635201747,0.0889557223,,,98.45940332,0.7147628929,-0.1739637113,0.1988577188,0.6981188224,0.1692117938,0.3140665121,0.3140665121,3.4193182886,3.4193182886,0.2045005497,0.1603290492
478,25453,26161,198.4,-14,7.73,, A2;UnK,31.4,-8.8,2.7,2.4,-0.6,2.5,99.9,7.9,,,,1.55,3.4094,0.61,83.6601327967,0.0659102366,6.126735173,0.0647463508,198.3607467467,-14.0246824914,7.6760654,0.33534575,0.13810396,0.19724178,7520.79,9.0826992945,0.117425703,-31.9122541263,0.0928978155,,,103.0818189096,0.893609112,0.0838758094,0.21450875,-0.553147226,0.1731538871,2.1194947695,2.1194947695,3.9898801014,3.9898801014,0.0794871422,0.1632321625
479,25483,25483,196.4,-15.1,7.03,157, A0;VaR,33.2,-10.5,,,,,91.2,3.7,35.4,,,1.41,,,81.7500203345,0.0582603035,7.1701421706,0.0619281295,196.4405251495,-15.1358886202,7.0029273,0.16932917,0.08187866,0.087450504,8431,9.3405388152,0.1017746719,-33.1635201747,0.0889557223,,,98.45940332,0.7147628929,0,0.2035493437,0,0.1779114445,0,0,5.18719194525032E-07,0,0,
479,25483,26161,198.4,-14,7.73,, A2;UnK,31.4,-8.8,-0.8,2.8,-3.1,2.8,99.9,7.9,,,,1.55,3.4448,0.39,83.6601327967,0.0659102366,6.126735173,0.0647463508,198.3607467467,-14.0246824914,7.6760654,0.33534575,0.13810396,0.19724178,7520.79,9.0826992945,0.117425703,-31.9122541263,0.0928978155,,,103.0818189096,0.893609112,0.2578395207,0.2192003749,-1.2512660484,0.1818535378,2.1652283493,2.1652283493,5.988275228,5.988275228,0.1396590083,0.2315254033
480,25638,25638,190.9,-11.4,6.35,83, A4V;OtH,16.8,2.6,,,,,93.5,5.1,25,,,1.32,,,82.1449335328,0.0590821885,13.678913322,0.0488655817,190.9325433253,-11.4223401749,6.3071003,0.23454762,0.10586786,0.12867975,8142.6665,9.7945630262,0.1130991475,-15.4346420187,0.0873808904,,,106.2600492616,0.710410506,0,0.226198295,0,0.1747617808,8.53773646251594E-07,8.53773646251594E-07,1.25178612749368E-06,1.9073486328125E-06,0,
480,25638,25975,189.5,-9.4,10.45,, F0;UnK,9.5,1.8,8.8,1.9,-1.2,1.9,98.2,27.6,,,,0.9,4.0444,0.3,83.1487498058,0.4055498358,15.9581645231,0.3821506406,189.4856024071,-9.3946560412,10.362656,0.60503006,0.24058056,0.3644495,6541.2007,6.406210783,0.773540517,-1.3008435206,0.6532648116,-11.4970600425,1.7207833108,586.9765211059,169.7034941948,3.3883522432,0.8866396646,-14.1337984982,0.740645702,2.4772098483,2.4772098483,480.8377073033,480.8377073033,13.5555900982,7.279290667
481,25711,25711,176,-1.6,9.27,442, G0;UnK,37.1,-28.2,,,,,89.7,12.8,,,,0.92,,,82.3526732544,0.048692218,31.4260278452,0.040360117,176.0200440489,-1.621517535,9.311437,0.9495411,0.35890388,0.5906372,5365,-0.5612627947,0.0991508355,-46.0797200575,0.0690167825,,,75.5651555841,0.2842642827,0,0.1983016711,0,0.138033565,0,0,7.96208291276064E-07,0,0,
481,25711,25614,176.2,-2,10.13,, G0;UnK,44.8,-29.8,-7.8,2.2,1.7,2.2,93.5,16.4,,,,0.92,0.6921,0.9,82.0834551841,0.049919798,31.0484023292,0.0438595672,176.207545,-2.0221003496,9.984176,0.7324581,0.30201054,0.43044758,6000,-2.3986737638,0.0881953965,-53.567287639,0.0659645063,-21.3353334197,0.2952331429,132.9686171661,1.1799592959,1.8374109691,0.187346232,7.4875675816,0.1349812889,0.442252781,0.442252781,57.4086756496,57.4086756496,17.3222325568,0.3006396822
482,26159,26159,184.9,-6,8.73,399, F5;UnK,22.1,5.8,,,,,98.8,17.8,,,,1.17,,,83.6525560577,0.0496596013,21.6222044603,0.0416961435,184.9003584724,-5.9789680222,8.641721,0.64019394,0.26432896,0.37586498,6437.5996,17.5745517206,0.0997194053,-14.0262998989,0.0740893449,42.1326437262,0.7389565462,96.8040901958,0.5079728703,0,0.1994388107,0,0.1481786897,0,0,0.00000102,0,0,
482,26159,26183,187.9,-7.8,9.15,, G0;UnK,30.2,8.5,-9.4,1.8,-1.9,1.6,99.9,16.9,,,,1.06,6.0368,0.26,83.7271538308,0.0444001437,18.1225344218,0.0405563456,187.9230140254,-7.781210298,9.023336,0.68348503,0.28517532,0.3983097,6130,22.233312261,0.0841243286,-23.4109814602,0.0678568011,10.2631780363,0.3284511104,107.3792903524,0.6371326442,-4.6587605404,0.1838437339,9.3846815613,0.1419461459,3.5003728461,3.5003728461,12.2727235282,12.2727235282,6.3777471761,0.1320960585
484,26309,26309,232.7,-28.1,6.26,78, A2III-;UnK,10.6,22.5,,,,,52.8,1.2,22.4,,,1.33,,,84.0430216857,0.0275491181,-28.7080266055,0.0358817557,232.7085013152,-28.0862197013,6.224663,0.21414232,0.09600544,0.11813688,7985.6665,25.3254561702,0.0540328319,-3.0824174741,0.073276294,,,58.8969045335,0.1538342633,0,0.1080656638,0,0.1465525879,0,0,,0,0,
484,26309,26453,232.7,-27.8,7.26,, F3V;UnK,9.9,23.9,0.7,1.6,-2,1.7,56.8,2,,,,1.3,0.3102,0.99,84.4152308739,0.0158755988,-28.6263066579,0.0205682277,232.7305309683,-27.7501298643,7.151664,0.5574374,0.2325182,0.32491922,6695,24.0803245564,0.0339125643,-3.0996955775,0.0414387906,26.0482278747,0.4508179122,59.1138966463,0.0831948907,1.2451316138,0.0879453962,0.0172781033,0.1147150845,0.3366530752,0.3366530752,0.4090043259,0.4090043259,0.323223836,0.0532899451
485,26401,26401,248.4,-31.2,9.3,443, K1/K2V;BiN,4.6,0.4,,,,,76.6,8.9,30.5,,,0.9,,,84.3038733712,0.0215247757,-42.715503372,0.0216829026,248.4473496679,-31.158566715,9.462736,0.87922955,0.37602425,0.5032053,5533.6333,8.3117835124,0.0469976989,-10.3426859645,0.0412293401,31.4828720601,0.4274048481,80.1813677997,0.1523246839,0,0.0939953978,0,0.0824586802,0,0,,0,0,
485,26401,27297,251.2,-29.8,10.51,, -;UnK,-3,-9.7,4.1,2.9,8.2,3,77.5,48.6,,,,0.8,3.6625,0.85,86.7588009736,0.2265213671,-44.8027282087,0.2352214515,251.1822790237,-29.7649433243,10.001104,0.76226807,0.31544876,0.4468193,5790,-10.4979025797,0.4985089633,-22.1051178984,0.5247792557,-0.0930874775,0.6707443772,127.9879607622,4.0665101134,18.809686092,0.5455066622,11.7624319339,0.5660085958,2.7383918405,2.7383918405,48.0510929757,48.0510929757,13.4520948542,0.1581910127
487,26680,26680,195.4,-10.8,7.92,263, F0;OtH,20.3,-20.5,,,,,91.1,7.9,48,,,1.35,,,85.0488123554,0.0534014165,10.2525639413,0.0452521395,195.4175343238,-10.7612444227,7.819768,0.5393033,0.22036171,0.3189416,6694.545,-7.5414813753,0.1190154698,-28.7267740009,0.0918837445,29.5300060662,0.5439221368,82.9248718445,0.3689601698,0,0.2380309395,0,0.1837674889,0,0,,0,0,
487,26680,26646,195.3,-10.8,8.62,, F5;UnK,20.4,-21.6,0.2,1.6,1.2,1.5,82.6,7.9,,,,1.15,0.2109,1,84.9465184359,0.0439545998,10.339044886,0.0402157565,195.2897393816,-10.8042421304,8.487822,0.64682674,0.26745224,0.3793745,6390.5,-8.3116303736,0.0845674871,-29.0076452783,0.0688618003,30.6881299012,0.6827775425,82.5077731063,0.3281996334,0.7701489983,0.2035829569,0.2808712774,0.1607455447,0.1326978867,0.1326978867,0.4589891428,0.4589891428,0.2914179364,0.0587760298
489,27069,27069,210.2,-17.4,7.98,270, F2;UnK,28.8,3.4,,,,,86.7,6.3,,,,1.32,,,86.1061473213,0.0411148915,-5.464854514,0.0524350047,210.1641052355,-17.3855709736,7.875619,0.53921556,0.22296524,0.31625032,6716,14.6698777478,0.0796790248,-23.036072362,0.0854428266,,,87.3119239013,0.4617521227,0,0.1593580496,0,0.1708856532,8.53773646251594E-07,0,1.0025256244896E-06,0,0,
489,27069,26588,209.9,-18.8,8.3,, F5;UnK,27.7,3.7,1.2,1.6,0.5,1.7,96.5,8.4,,,,1.26,2.1103,0.93,84.7731202619,0.0371728619,-5.8976311237,0.0405606218,209.943473168,-18.7650070221,8.193991,0.5799513,0.2366991,0.34325218,6495.6426,15.7294869921,0.0862136163,-21.7788357531,0.0804924973,25.4017006291,0.7381403374,89.5938075701,0.4098137957,-1.0596092443,0.1658926412,-1.2572366089,0.1659353239,1.3952897412,1.3952897412,3.1378142535,3.1378142535,0.6725743508,0.1297282582
490,27158,27158,216.9,-20.2,8.31,331, G6V;OtH,110.7,-48.7,,,,,79.8,5.5,-33,,,0.96,,,86.3567118006,0.0333000733,-12.4352040251,0.0362769088,216.9126615758,-20.1860702506,8.104023,0.932817,0.40766716,0.5251498,5484.5,1.3082214989,0.07625881,-120.7852969107,0.0831681862,-26.9233781441,0.148885528,80.191037611,0.2758567655,0,0.15251762,0,0.1663363724,0,8.53773646251594E-07,,1.34869915234861E-06,0,
490,27158,26809,220.4,-22.7,9.06,, G0;UnK,121.1,-52.4,-4.5,1.9,2.6,1.9,74.1,7.2,,,,0.96,5.7198,0.13,85.3970766656,0.0229527247,-16.4351014203,0.029141186,220.4386251032,-22.6540758399,8.912772,0.78416634,0.32561398,0.45855236,5796.375,-2.1154537163,0.0459765765,-131.9350484839,0.0613683217,-0.5384099057,0.174414543,71.5011977065,0.1690609098,3.4236752152,0.1222353865,11.1497515732,0.1445365079,4.1063889121,4.1063889121,10.2446406473,10.2446406473,1.7060601733,0.1801799137
491,27193,27193,253.7,-30.3,7.22,172, F1V;UnK,7.5,-35.2,,,,,97.1,3.7,,,,1.58,,,86.456527086,0.0275242188,-47.006648959,0.0296064081,253.6567687237,-30.3249199915,7.136115,0.4524579,0.19479942,0.25765848,6978.3335,-32.1520775801,0.0573582103,-14.387158772,0.0696207648,,,97.0272321109,0.2916747469,0,0.1147164206,0,0.1392415295,0,0,0,0,0,
491,27193,29285,256.7,-26.6,7.65,, F5/F6I;OtH,7.2,-34.5,0.2,1.7,-1.9,2.1,99.2,3.8,1.4,,,1.42,7.7252,0.24,92.6161479059,0.0259703299,-48.9564497475,0.0302421088,256.6552591375,-26.6045600552,7.521679,0.6576009,0.27786303,0.37973785,6294.8003,-32.8942126921,0.0577954269,-13.5812444725,0.0544665343,1.2116619749,0.3365151615,104.244435007,0.3151705059,0.7421351121,0.1151536372,-0.8059142996,0.1240872991,4.5590177703,4.5590177703,10.7746522768,10.7746522768,1.4709236464,0.0398102541
492,27791,27791,176.1,4.2,7.72,241, F8;BiN,53.4,-44.3,,,,,95.9,29.4,-16.9,,,1.18,,,88.2196555568,0.0581999131,34.4448148851,0.0579717243,176.0617756096,4.1524585264,7.812269,0.71239996,0.2909298,0.42147017,6054,-8.8335524472,0.1096978374,-71.5740398692,0.0890935458,-37.5933142083,5.2885232983,89.427540112,0.6750913366,0,0.2193956748,0,0.1781870916,0,0,0,0,0,
492,27791,28872,175.2,7.6,8.78,, G0;UnK,55.1,-38.3,-2.2,2,-3.5,2,99.9,11.4,36,-54.5,4.2,1.16,6.0375,0.91,91.4363166863,0.0429938142,36.9340394236,0.0400951588,175.1668202115,7.6490357495,8.647447,0.6671009,0.2740488,0.3930521,6257.6,-8.2596652652,0.0799565736,-70.5930498814,0.0662957789,25.3035381683,0.5047727524,109.9587067474,0.5791583078,-0.573887182,0.1896544109,-0.9809899878,0.1553893247,3.6080851227,3.6080851227,21.4595186966,21.4595186966,6.4841815284,0.3527259163
498,29930,29930,200.8,-3.1,8.01,278, F5;BiN,1.4,-7.7,,,,,80.6,6.2,29.5,,,1.45,,,94.5231617861,0.0483050044,9.3208642252,0.0474551236,200.8281703264,-3.0654841348,8.00145,0.4458146,0.1806984,0.2651162,7199.225,-2.5019905419,0.0887526396,-11.7953963238,0.0821173717,,,105.7306760143,0.5573566042,0,0.1775052793,0,0.1642347433,0,0,,0,0,
498,29930,30164,204.3,-4.1,10.25,, A;BiN,-0.7,-0.1,-2.5,2.9,-6.2,2.9,67.8,38.9,42,-12.5,1.8,1.57,5.1193,0.5,95.208331929,0.0462224603,5.7448428887,0.0460426004,204.3117411046,-4.1435547945,10.234015,0.3126917,0.12278652,0.18990517,7856.5,0.2883236339,0.0890151589,1.206658667,0.0770210943,,,568.1825241857,17.3178248443,-2.7903141757,0.1777677985,-13.0020549908,0.159138466,3.6399396925,3.6399396925,462.7138271296,462.7138271296,9.3918222686,0.3744993258
499,31323,31323,191.3,6.3,7.18,169, A3;BiN,28.4,-24.7,,,,,86,5.6,-29.4,,,1.47,,,98.529539322,0.0456142439,22.1239875544,0.0475263584,191.2599531512,6.2854854593,7.123555,0.31920147,0.14410973,0.17509174,7584.6665,-8.300539047,0.0865493579,-35.5554126794,0.0728851652,,,94.4435529966,0.5236917694,0,0.1730987159,0,0.1457703303,0,0,,0,0,
499,31323,31316,191.3,6.3,7.42,, A3;BiN,28.1,-21.5,0.3,1.4,-3.3,1.4,88,7.2,-24.3,-5.1,5,1.41,0.0223,1,98.5151084988,0.048232938,22.1175134486,0.0577535003,191.2597096301,6.2706336912,7.2970853,0.59210443,0.25325155,0.33885288,6504.75,-7.315651452,0.0923348101,-34.3476700773,0.0761536666,-26.2841293807,0.2964501627,94.8558069462,0.692050313,-0.984887595,0.1788841681,-1.2077426021,0.1490388318,0.0148537406,0.0148537406,0.4129835477,0.4129835477,0.6379297049,0.1235811875
505,33485,33485,171.6,19.9,4.9,18, A2Vn;VaR,-5.2,-21.8,,,,,73.9,1.3,-8,,,2.69,,,104.4044826614,0.2899509452,45.0940792731,0.2755746945,171.5537531646,19.8706619609,4.856079,0.052330494,0.05851698,-0.0061864853,9236.75,-20.5044116836,0.5334371129,-4.1640441032,0.4751819814,,,70.2816787687,1.5902308841,0,1.0668742257,0,0.9503639628,0,,0,,0,
505,33485,35799,173.1,24.1,11.27,, -;UnK,-8.7,-15.4,3.8,2.3,-4.5,2.3,85.3,99.9,,,,0.75,5.7915,0.13,110.764195969,0.0298340756,45.000203481,0.0218108747,173.0625822414,24.1406191604,10.670957,1.2267151,0.55262375,0.67409134,4890,-11.563057272,0.0637825711,-5.9036773592,0.0393803653,32.5678888056,0.2701672666,1029.4035158686,39.1228305172,-8.9413544116,0.5972196839,1.739633256,0.5145623467,4.4931178077,4.4931178077,959.3536295553,959.3536295553,56.7155688194,1.9610145301
506,33806,33806,176.9,18.8,8.61,384, F5;OtH,66.2,-42.2,,,,,88,9.8,-1.9,,,1.06,,,105.2850847535,0.0413945391,40.0182227145,0.040398164,176.8538740366,18.7874349895,8.484557,0.6393614,0.2612753,0.3780861,6440.8867,-16.8728917252,0.0805746238,-75.486220656,0.0736475108,-1.6354689732,0.2311235953,97.546499715,0.4114833917,0,0.1611492476,0,0.1472950216,0,0,,0,0,
506,33806,34667,175.3,21.2,9.52,, G0;UnK,70.9,-32,-4.4,1.7,-9.3,1.7,84.9,11.5,,,,0.87,4.3316,0.64,107.6931242069,0.0334218637,42.1762371863,0.0289401898,175.3127158721,21.2064574754,9.365111,0.8101473,0.3452978,0.46484947,5821,-7.3834225655,0.0579170234,-76.8659437526,0.054467292,-28.7029653219,0.1100303304,82.4617301227,0.2496257588,-9.4894691597,0.1384916472,1.3797230966,0.1281148028,2.8193310466,2.8193310466,15.7169605397,15.7169605397,6.9173037577,0.1416283534
509,35229,35229,238.2,-6,7.03,158, A1V;UnK,0.5,-1.5,,,,,94.9,5,,,,1.39,,,109.2094106463,0.0203840849,-25.1590308209,0.0289432771,238.1684517472,-6.0132534977,6.9969425,0.15679407,0.07558632,0.08120775,8380.525,-1.2476866674,0.0457329115,-2.3742610645,0.0673534602,,,101.7237931183,0.3658305472,0,0.091465823,0,0.1347069203,0,0,7.57901319252763E-07,0,0,
509,35229,36998,239.1,-1.5,10.1,, -;UnK,-0.1,9.2,0.2,2.1,-12.5,2.7,86.4,92.6,,,,2.15,7.6324,0.19,114.064420711,0.0920827258,-23.843532423,0.1225377802,239.0973133431,-1.4982019574,10.09088,0.01832962,0.01044178,0.00788784,9280,-4.2532863291,0.2425323185,4.4116150702,0.2431824282,,,1765.3044785541,513.9922343649,3.0055996618,0.28826523,-6.7858761347,0.3105358883,4.6091563164,4.6091563164,1663.9297342238,1663.9297342238,51.7437103358,15.071026626
510,35341,35341,177.1,22.1,5.87,58, A5Vn;OtH,-15.1,-10.9,,,,,85.3,3.6,-10,,,1.57,,,109.5091530284,0.0888606144,40.8834477213,0.0955531597,177.0822840558,22.1089318369,5.821731,0.25793362,0.115362644,0.14257097,8071,-12.7839999217,0.1652103678,12.0654672217,0.1554218982,,,95.7246270857,1.0222001387,0,0.3304207355,0,0.3108437963,0,0,0,0,0,
510,35341,35799,173.1,24.1,11.27,, -;UnK,-8.7,-15.4,-7.8,2.2,5,2.1,85.3,99.9,,,,0.75,6.276,1,110.764195969,0.0298340756,45.000203481,0.0218108747,173.0625822414,24.1406191604,10.670957,1.2267151,0.55262375,0.67409134,4890,-11.563057272,0.0637825711,-5.9036773592,0.0393803653,32.5678888056,0.2701672666,1029.4035158686,39.1228305172,-1.2209426497,0.2289929388,17.9691445809,0.1948022635,4.2178732515,4.2178732515,933.9646879623,933.9646879623,61.1898204112,1.9425275867
515,37621,37621,274.1,-18,8.18,313, F2IV/V;OtH,2.7,12.9,,,,,79.5,3.5,-9.6,,,1.2,,,115.7982967547,0.0239242629,-61.9012469626,0.0243667937,274.0796849047,-17.9617437911,8.073391,0.5805588,0.23626041,0.34429836,6545.695,11.1792026027,0.0516368982,1.975298409,0.0442704427,-9.6799234445,0.1965356357,84.0126087901,0.1753823603,0,0.1032737964,0,0.0885408853,8.53773646251594E-07,0,1.25188542589651E-06,0,0,
515,37621,35111,274.1,-21.4,10.89,, F;UnK,4.1,0.8,-1.4,3.4,10.6,3.5,74.1,36.8,,,,0.82,4.7511,0.25,108.8999859506,0.0194311746,-63.1746851964,0.0229131667,274.1190040579,-21.3860445393,10.562314,0.71522236,0.290514,0.42470837,6039.5547,5.3474088799,0.0425660011,-4.0745623969,0.0541844017,-11.661484241,9.5095533407,364.269030295,2.9515808854,5.8317937228,0.0942028993,6.0498608059,0.0984548444,3.4245008127,3.4245008127,280.4513386968,280.4513386968,9.17560156,0.1406756442
518,38681,38681,183.2,28.1,7.92,264, F0;UnK,30.4,-31.1,,,,,80,5.1,,,,1.25,,,118.7948636616,0.0359084277,37.1943515858,0.0288051054,183.1538995018,28.0536046651,7.807026,0.57253695,0.23611736,0.33641958,6596.3447,-23.0646150883,0.0752078482,-40.1409806363,0.0506357674,36.0117082879,0.3485940725,86.9010685554,0.3859936768,0,0.1504156965,0,0.1012715348,0,8.53773646251594E-07,9.15651542959654E-07,1.34869915234861E-06,0,
518,38681,39916,183.8,30.8,8.93,, F8;UnK,32,-42.7,-1.9,2.9,10.8,3.2,79.9,18,,,,0.94,3.8832,0.15,122.286915476,0.0404121721,37.2330745147,0.0463300595,183.8421532757,30.7693660789,9.420477,0.8390751,0.03931141,0.7997637,5190.3335,-35.2681378374,0.090950284,-42.8811334397,0.1018148642,20.9350429653,0.3124382836,84.1878554339,0.3640295226,12.2035227491,0.1661581323,2.7401528034,0.1524506316,2.7811303254,2.7811303254,4.9593900826,4.9593900826,4.6135765611,0.0463038803
525,41081,41081,268,-8.5,5.89,59, A0V;OtH,-28.8,-7.8,,,,,70,1.1,19.4,,,2.73,,,125.7296655235,0.0646529399,-52.1236446734,0.0683277721,268.0451693008,-8.4857396361,5.879173,0.0053277016,0.016682148,-0.011354446,9654,-23.0387665067,0.1401381071,19.548301887,0.1171474467,,,73.2489498006,0.3823924758,0,0.2802762143,0,0.2342948935,0,0,0,0,0,
525,41081,40916,268,-8.8,6.63,, A0/A1V;UnK,-28.1,-8.7,-0.6,1.5,1.2,1.6,67.2,1.2,,,,1.42,0.3801,1,125.2517598967,0.024517855,-52.2278843166,0.0301919409,267.9678233652,-8.7872505587,6.6009865,0.18431807,0.08845377,0.095864296,8423.75,-22.0949409327,0.0555044766,19.6441021177,0.0593371659,,,72.7133430121,0.1379445724,-0.943825574,0.1956425838,-0.0958002307,0.1764846127,0.311056772,0.311056772,0.6662252943,0.6662252943,0.3844910797,0.0163145953
527,41880,41880,225.9,21.8,9.11,435, G0;BiN,-136.7,-77,,,,,70.6,9.1,15.1,,,0.86,,,128.0924106201,0.0348081098,-0.9376383653,0.0265778667,225.9386634321,21.8321445013,8.9944105,0.821352,0.32211113,0.49924088,5707,-133.683320191,0.0733090197,83.5189779707,0.0526217126,15.3148535303,0.2854554691,69.0992317958,0.2011214371,0,0.1466180394,0,0.1052434253,0,0,4.18298883989859E-07,0,0,
527,41880,41881,225.9,21.8,10.04,, -;UnK,-137,-78.2,0.3,1.6,1.2,1.6,75.7,14,,,,0.82,0.0135,1,128.0963407764,0.0353561476,-0.9274004759,0.0276272752,225.9312054192,21.8406491996,9.839717,0.96630096,0.41679764,0.5495033,5300.433,-135.6081410909,0.0760987442,81.9676703739,0.0556425944,14.8489530197,0.3547880008,69.3555926081,0.2223045245,1.9248208999,0.1494077639,1.5513075968,0.108264307,0.0109661486,0.0109661487,0.2567029858,0.2567029858,0.8948009626,0.2891905308
531,43701,43701,206.6,35.7,8.6,383, F8;OtH,-14.7,-51.1,,,,,93.5,11.2,30.9,,,1.19,,,133.5018496443,0.0518555825,20.2303766572,0.0304728549,206.592601103,35.6830742302,8.470717,0.6416855,0.26120186,0.38048363,6289.1763,-53.3791496731,0.1038724968,-4.7386272393,0.0675559082,31.2198384136,0.5447983375,85.1348356456,0.4603260005,0,0.2077449935,0,0.1351118164,0,0,,0,0,
531,43701,44358,210.8,36.4,8.68,, G5;OtH,-19.5,-46.2,-1.5,1.4,-5.1,1.4,94.3,8.9,29,1.1,0.5,1.03,5.6473,0.57,135.493760778,0.0405200362,17.3266528733,0.0326523089,210.7724957685,36.4392266211,8.503353,0.8646498,0.36937904,0.49527073,5656,-50.0168900396,0.0810833793,-2.2469020723,0.0676100066,29.4424768159,0.2143985785,116.2838159809,0.6640334769,-3.3622596335,0.1849558761,-2.4917251671,0.1351659148,3.4622390787,3.4622390787,31.7237593187,31.7237593187,6.0709270166,0.1915355303
532,43813,43813,222.3,30.2,3.11,2, G9II-I;OtH,-28.7,-71.2,,,,,51.3,0.5,22.3,,,0.72,,,133.8480044144,0.3630382312,5.9456268553,0.2805321124,222.3425125139,30.1982071839,2.741573,1.2308431,0.89177036,0.3390727,4707.25,-100.9827154857,0.7210768803,13.0012150479,0.5828397307,23.1747331066,0.8750961052,48.2667086548,0.914417643,0,1.4421537605,0,1.1656794614,8.53773646251594E-07,0,8.0913375670655E-07,0,0,
532,43813,42313,220.3,26.2,4.14,, A1Vnn;BiN,-26.1,-63.5,1.5,6.8,-1.5,7.3,49.2,1.5,11.3,12.4,2.6,2.8,3.9524,0.7,129.413732866,0.3953212909,5.7037552225,0.3416245708,220.254868989,26.1812925246,4.069303,0.042411804,0.076402664,-0.03399086,9145.333,-71.0697195963,0.761446136,-7.6533630871,0.6524846786,,,49.7371756912,1.0434389743,-29.9129958894,1.4825230163,20.654578135,1.2353244093,4.4179888206,4.4179888206,4.0532428539,4.0532428539,7.9529571612,0.5396101661
537,45167,45167,226.9,32.9,6.14,71, A0V;OtH,-21.9,-47.9,,,,,99.3,3.8,20,,,2.86,,,138.053450022,0.1166681729,3.8669582173,0.1214139884,226.8589343121,32.8556974067,6.122434,0.0037589073,0.019724369,-0.015965462,9668,-50.7286776256,0.2232838478,-4.9554120925,0.2238648815,,,115.7465288239,1.8076691484,0,0.4465676956,0,0.4477297629,0,0,1.1808608619456E-06,0,0,
537,45167,45564,228.8,33.3,7.77,, F0;UnK,-25.1,-48.7,1.1,1.7,0.9,1.7,96.1,7.3,,,,1.4,2.982,0.63,139.2996328569,0.04348956,2.6786617134,0.0380559367,228.8349782578,33.3238136345,7.6908507,0.46668434,0.19348001,0.27320433,7127.66,-53.2378120778,0.0878709115,-3.5871083549,0.0699757726,,,90.3431140259,0.409760091,2.5091344522,0.3111547593,-1.3683037376,0.293840654,1.7204366932,1.7204366932,25.5883003221,25.5883003221,5.175525293,0.3919023322
538,45585,45585,290.1,-17.5,5.86,57, A0V;OtH,-47.1,2.5,,,,,82,1.5,11.2,,,2.92,,,139.3643865038,0.0915236742,-74.7344350977,0.0932839318,290.1117479803,-17.4873402901,5.854418,-0.032413483,1.335144E-05,-0.032426834,9576.5,-29.8852377092,0.1867958015,35.8730389225,0.1974025948,,,77.3429406298,0.5091838597,0,0.3735916031,0,0.3948051896,0,0,0,0,0,
538,45585,46720,290,-16.1,7.33,, F1V;UnK,-46.2,5.7,-0.9,2.5,-3.9,2.6,83.5,3.6,,,,1.44,1.9573,0.84,142.8531503955,0.0307110499,-73.7468963439,0.0343245566,290.0349820067,-16.1211243719,7.396722,0.5250454,0.17661667,0.34842873,7037.75,-34.4420990044,0.0582823833,31.9677953655,0.0569464954,22.4436471175,0.7771758154,78.1908561346,0.1966235441,4.5568612952,0.2450781848,3.905243557,0.2543490902,1.3681908069,1.3681908069,2.0413850894,2.0413850894,2.2315121447,0.1342590203
